project	field_data_id	sample_id	sample_id_class	canonical_candidate	taxon_name	sample_name	taxon_name_final	date	latitude	longitude	coordinate_status	has_dried	has_extraction	has_aliquot	has_ms	dried_sample_container_ids	extraction_sample_container_ids	lineage_status
jbp	76175	dbgi_009993	canonical	dbgi_009993				20260209094024	14.412049	50.121838	out_of_ch_range	true	true	false	false	dbgi_009993	dbgi_009993_01	no_aliquot;no_ms
jbp	76176	dbgi_009919	canonical	dbgi_009919				20260209094248	14.412049	50.121838	out_of_ch_range	true	true	false	false	dbgi_009919	dbgi_009919_01	no_aliquot;no_ms
jbp	76177	dbgi_009974	canonical	dbgi_009974				20260209094424	14.412055	50.121853	out_of_ch_range	true	true	false	false	dbgi_009974	dbgi_009974_01	no_aliquot;no_ms
jbp	76178	dbgi_009935	canonical	dbgi_009935				20260209094734	14.412055	50.121853	out_of_ch_range	true	true	false	false	dbgi_009935	dbgi_009935_01	no_aliquot;no_ms
jbp	76179	dbgi_010071	canonical	dbgi_010071	Manihot esculenta			20260209095131	14.41207	50.121838	out_of_ch_range	true	true	false	false	dbgi_010071	dbgi_010071_01	no_aliquot;no_ms
jbp	76180	dbgi_010016	canonical	dbgi_010016	Manihot esculenta			20260209095339	14.41207	50.121838	out_of_ch_range	true	true	false	false	dbgi_010016	dbgi_010016_01	no_aliquot;no_ms
jbp	76181	dbgi_010021	canonical	dbgi_010021	Manihot esculenta			20260209095428	14.41207	50.121838	out_of_ch_range	true	true	false	false	dbgi_010021	dbgi_010021_01	no_aliquot;no_ms
jbp	76182	dbgi_010049	canonical	dbgi_010049	Aechmea gamosepala			20260209095604	14.412045	50.1218	out_of_ch_range	true	true	false	false	dbgi_010049	dbgi_010049_01	no_aliquot;no_ms
jbp	76183	dbgi_010017	canonical	dbgi_010017	Aechmea gamosepala			20260209095801	14.412045	50.1218	out_of_ch_range	true	true	false	false	dbgi_010017	dbgi_010017_01	no_aliquot;no_ms
jbp	76184	dbgi_009991	canonical	dbgi_009991	Aechmea gamosepala			20260209095838	14.412045	50.1218	out_of_ch_range	true	true	false	false	dbgi_009991	dbgi_009991_01	no_aliquot;no_ms
jbp	76185	dbgi_009995	canonical	dbgi_009995	Acorus calamus			20260209095941	14.41206	50.121803	out_of_ch_range	true	true	false	false	dbgi_009995	dbgi_009995_01	no_aliquot;no_ms
jbp	76186	dbgi_010063	canonical	dbgi_010063	Acorus calamus			20260209100153	14.41206	50.121803	out_of_ch_range	true	true	false	false	dbgi_010063	dbgi_010063_01	no_aliquot;no_ms
jbp	76187	dbgi_010025	canonical	dbgi_010025	Solanum mammosum			20260209113054	14.412149	50.121944	out_of_ch_range	true	true	false	false	dbgi_010025	dbgi_010025_01	no_aliquot;no_ms
jbp	76188	dbgi_010005	canonical	dbgi_010005	Solanum mammosum			20260209113332	14.412149	50.121944	out_of_ch_range	true	true	false	false	dbgi_010005	dbgi_010005_01	no_aliquot;no_ms
jbp	76189	dbgi_009988	canonical	dbgi_009988	Solanum mammosum			20260209113421	14.412149	50.121944	out_of_ch_range	true	true	false	false	dbgi_009988	dbgi_009988_01	no_aliquot;no_ms
jbp	76190	dbgi_010027	canonical	dbgi_010027	Mangifera indica			20260209110108	14.412023	50.12181	out_of_ch_range	true	true	false	false	dbgi_010027	dbgi_010027_01	no_aliquot;no_ms
jbp	76191	dbgi_010041	canonical	dbgi_010041	Mangifera indica			20260209110657	14.412023	50.12181	out_of_ch_range	true	true	false	false	dbgi_010041	dbgi_010041_01	no_aliquot;no_ms
jbp	76192	dbgi_010080	canonical	dbgi_010080	Mangifera indica			20260209110741	14.412023	50.12181	out_of_ch_range	true	true	false	false	dbgi_010080	dbgi_010080_01	no_aliquot;no_ms
jbp	76193	dbgi_009994	canonical	dbgi_009994				20260209110852	14.412096	50.121872	out_of_ch_range	true	true	false	false	dbgi_009994	dbgi_009994_01	no_aliquot;no_ms
jbp	76194	dbgi_010052	canonical	dbgi_010052				20260209111236	14.412096	50.121872	out_of_ch_range	true	true	false	false	dbgi_010052	dbgi_010052_01	no_aliquot;no_ms
jbp	76195	dbgi_010010	canonical	dbgi_010010				20260209111337	14.412096	50.121872	out_of_ch_range	true	true	false	false	dbgi_010010	dbgi_010010_01	no_aliquot;no_ms
jbp	76196	dbgi_009884	canonical	dbgi_009884	Inga feuillei			20260209111451	14.412105	50.121883	out_of_ch_range	true	true	false	false	dbgi_009884	dbgi_009884_01	no_aliquot;no_ms
jbp	76197	dbgi_010009	canonical	dbgi_010009	Inga feuillei			20260209111712	14.412105	50.121883	out_of_ch_range	true	true	false	false	dbgi_010009	dbgi_010009_01	no_aliquot;no_ms
jbp	76198	dbgi_010042	canonical	dbgi_010042	Piper obtusissimum			20260209111825	14.412113	50.121902	out_of_ch_range	true	true	false	false	dbgi_010042	dbgi_010042_01	no_aliquot;no_ms
