original_sample_id	ms_container_id	extraction_container_id	original_sample_container_id	qfield_project	profile_mode	field_collector_fullname	field_taxon_name	field_latitude	field_longitude	field_comment_eco	field_weather	field_sample_name	field_geometry_coordinates	field_date	extraction_dried_weight	extraction_solvent_volume	extraction_dried_weight_unit_symbol	extraction_solvent_volume_unit_symbol	extraction_method_method_name	aliquot_aliquot_volume	aliquot_volume_unit_symbol	ms_filename	ms_injection_volume	ms_injection_volume_unit_symbol	ms_injection_method_method_name	ms_instrument_instrument_id	ms_instrument_model_instrument_model	ms_instrument_location_room_name	watcher_exact_filename_match	watcher_file_path	watcher_file_name	watcher_converted_file_sha1	watcher_acquisition_date	watcher_polarity	watcher_spectrum_count	watcher_chromatogram_count	watcher_instrument_model	watcher_ionization_source	watcher_analyzer	watcher_detector	watcher_source_file_names	watcher_raw_file_sha1
absi_000022		absi_000022_01	absi_000022	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933301	47.000114				[6.933300981260284, 47.00011318856576]	20240705144954	18.7	1	mg	ml	MeOH/H2O																							
absi_000018		absi_000018_01	absi_000018	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9332952	47.000114				[6.933295073255596, 47.00011335808219]	20240705145301	20.1	1	mg	ml	MeOH/H2O																							
absi_000014		absi_000014_01	absi_000014	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9332886	47.000134				[6.933288407581477, 47.00013271184065]	20240705145530	19.6	1	mg	ml	MeOH/H2O																							
absi_000029		absi_000029_01	absi_000029	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9332857	47.000126				[6.933285914399324, 47.00012588006476]	20240705145726	19.7	1	mg	ml	MeOH/H2O																							
absi_000026		absi_000026_01	absi_000026	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933293	47.000126				[6.933293071210233, 47.00012428764079]	20240705150019	21.8	1	mg	ml	MeOH/H2O																							
absi_000034		absi_000034_01	absi_000034	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933289	47.00011				[6.93328903465875, 47.00010896111838]	20240705150413	19.6	1	mg	ml	MeOH/H2O																							
absi_000030		absi_000030_01	absi_000030	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9332743	47.000126				[6.933274086085213, 47.00012726605188]	20240705150751	18	1	mg	ml	MeOH/H2O																							
absi_000013		absi_000013_01	absi_000013	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9332857	47.000114				[6.933285830696347, 47.00011440794496]	20240705150932	18.7	1	mg	ml	MeOH/H2O																							
absi_000017		absi_000017_01	absi_000017	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933281	47.000122				[6.933280819593325, 47.00012243774087]	20240705151128	18.6	1	mg	ml	MeOH/H2O																							
absi_000027		absi_000027_01	absi_000027	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9332795	47.00012				[6.933279357735548, 47.00011728334228]	20240705151337	18.8	1	mg	ml	MeOH/H2O																							
absi_000036		absi_000036_01	absi_000036	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0778146	46.122746				[7.077814506501007, 46.12274520169377]	20240729103357	21.5	1	mg	ml	MeOH/H2O																							
absi_000037		absi_000037_01	absi_000037	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0778146	46.122746				[7.077814506501007, 46.12274520169377]	20240729103746	20	1	mg	ml	MeOH/H2O																							
absi_000032		absi_000032_01	absi_000032	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0778146	46.122746				[7.077814506501007, 46.12274520169377]	20240729104005	18	1	mg	ml	MeOH/H2O																							
absi_000039		absi_000039_01	absi_000039	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0778146	46.122746				[7.077814506501007, 46.12274520169377]	20240729104204	18	1	mg	ml	MeOH/H2O																							
absi_000041		absi_000041_01	absi_000041	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.077789	46.122746				[7.077788924602346, 46.1227441600842]	20240729104845	21.6	1	mg	ml	MeOH/H2O																							
absi_000049		absi_000049_01	absi_000049	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.077789	46.122746				[7.077788924602346, 46.1227441600842]	20240729105005	18	1	mg	ml	MeOH/H2O																							
absi_000045		absi_000045_01	absi_000045	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0777946	46.12276				[7.077794566162164, 46.12276261091252]	20240729105205	21.6	1	mg	ml	MeOH/H2O																							
absi_000052		absi_000052_01	absi_000052	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0777946	46.12276				[7.077794566162164, 46.12276261091252]	20240729105332	18	1	mg	ml	MeOH/H2O																							
absi_000059		absi_000059_01	absi_000059	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.077645	46.122753				[7.077644686365347, 46.12275496119374]	20240729105624	20.3	1	mg	ml	MeOH/H2O																							
absi_000057		absi_000057_01	absi_000057	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.077656	46.122757				[7.0776559263438, 46.12275544116388]	20240729105906	19	1	mg	ml	MeOH/H2O																							
absi_000053		absi_000053_01	absi_000053	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0776505	46.122753				[7.077650416375137, 46.12275258120753]	20240729110054	20.2	1	mg	ml	MeOH/H2O																							
absi_000058		absi_000058_01	absi_000058	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.077657	46.12275				[7.077657046252543, 46.12274925103655]	20240729110235	21.6	1	mg	ml	MeOH/H2O																							
absi_000054		absi_000054_01	absi_000054	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0779433	46.12276				[7.077943196378063, 46.12275967121617]	20240729110507	18.4	1	mg	ml	MeOH/H2O																							
absi_000055		absi_000055_01	absi_000055	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0779386	46.12276				[7.077938466162583, 46.12275990091538]	20240729110820	21.1	1	mg	ml	MeOH/H2O																							
absi_000060		absi_000060_01	absi_000060	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.077937	46.122765				[7.077937176161367, 46.12276474091367]	20240729111010	21.1	1	mg	ml	MeOH/H2O																							
absi_000043		absi_000043_01	absi_000043	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.077937	46.122765				[7.077937176161367, 46.12276474091367]	20240729111222	21.7	1	mg	ml	MeOH/H2O																							
absi_000056		absi_000056_01	absi_000056	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.077948	46.12276				[7.077947986125513, 46.12276049086384]	20240729111401	19.6	1	mg	ml	MeOH/H2O																							
absi_000048		absi_000048_01	absi_000048	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0776834	46.1228				[7.077683446595032, 46.12279955151456]	20240729111908	19.7	1	mg	ml	MeOH/H2O																							
absi_000050		absi_000050_01	absi_000050	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.077682	46.122795				[7.077681875874001, 46.12279485050836]	20240729112225	19.4	1	mg	ml	MeOH/H2O																							
absi_000031		absi_000031_01	absi_000031	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0776834	46.122787				[7.07768353543404, 46.12278562989446]	20240729112347	19	1	mg	ml	MeOH/H2O																							
absi_000042		absi_000042_01	absi_000042	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0776834	46.122787				[7.077683585862022, 46.12278937049172]	20240729112509	19.3	1	mg	ml	MeOH/H2O																							
absi_000047		absi_000047_01	absi_000047	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.1288137	46.080173				[7.128813639449312, 46.08017245141272]	20240729121255	20	1	mg	ml	MeOH/H2O																							
absi_000044		absi_000044_01	absi_000044	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.1287985	46.080185				[7.128798719554525, 46.0801857715572]	20240729121522	21.1	1	mg	ml	MeOH/H2O																							
absi_000035		absi_000035_01	absi_000035	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.128801	46.08019				[7.128800829290792, 46.08018979119373]	20240729121636	18	1	mg	ml	MeOH/H2O																							
absi_000033		absi_000033_01	absi_000033	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.1288	46.08018				[7.128800029463165, 46.0801794214314]	20240729121754	20.7	1	mg	ml	MeOH/H2O																							
absi_000051		absi_000051_01	absi_000051	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.128836	46.0802				[7.128836239555744, 46.08020175155965]	20240729122218	21.8	1	mg	ml	MeOH/H2O																							
absi_000071		absi_000071_01	absi_000071	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.128818	46.080193				[7.12881799991526, 46.08019396205479]	20240729122613	19.9	1	mg	ml	MeOH/H2O																							
absi_000074		absi_000074_01	absi_000074	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.12882	46.08021				[7.128819889902558, 46.08021101203717]	20240729122707	18.8	1	mg	ml	MeOH/H2O																							
absi_000062		absi_000062_01	absi_000062	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.128818	46.08021				[7.128817879630234, 46.080210971661785]	20240729122946	19.6	1	mg	ml	MeOH/H2O																							
absi_000072		absi_000072_01	absi_000072	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.1290255	46.08039				[7.12902537436224, 46.08039093950701]	20240729123246	18.7	1	mg	ml	MeOH/H2O																							
absi_000079		absi_000079_01	absi_000079	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.1290255	46.08039				[7.12902537436224, 46.08039093950701]	20240729123427	20.8	1	mg	ml	MeOH/H2O																							
absi_000067		absi_000067_01	absi_000067	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.1288824	46.08022				[7.128882490245091, 46.08022015251069]	20240729123601	19.9	1	mg	ml	MeOH/H2O																							
absi_000080		absi_000080_01	absi_000080	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.1288867	46.080223				[7.12888685012572, 46.08022282234619]	20240729123721	19.7	1	mg	ml	MeOH/H2O																							
absi_000065		absi_000065_01	absi_000065	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.128877	46.08022				[7.128876980074085, 46.08021773227488]	20240729123843	19.8	1	mg	ml	MeOH/H2O																							
absi_000063		absi_000063_01	absi_000063	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.128899	46.08037				[7.12889925994931, 46.08037196210176]	20240729130935	20.5	1	mg	ml	MeOH/H2O																							
absi_000061		absi_000061_01	absi_000061	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.1289105	46.080357				[7.128910389449, 46.08035589141264]	20240729131156	18.2	1	mg	ml	MeOH/H2O																							
absi_000078		absi_000078_01	absi_000078	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.128906	46.080357				[7.128905889624675, 46.08035728165463]	20240729131313	20.6	1	mg	ml	MeOH/H2O																							
absi_000070		absi_000070_01	absi_000070	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.1288924	46.080357				[7.128892409879233, 46.08035494200517]	20240729131412	18.7	1	mg	ml	MeOH/H2O																							
absi_000069		absi_000069_01	absi_000069	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.128919	46.080368				[7.128918969887293, 46.08036702201679]	20240729131612	20.3	1	mg	ml	MeOH/H2O																							
absi_000075		absi_000075_01	absi_000075	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.1290255	46.08039				[7.12902537436224, 46.08039093950701]	20240729131808	19	1	mg	ml	MeOH/H2O																							
absi_000077		absi_000077_01	absi_000077	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.1289163	46.08037				[7.128916379510128, 46.08037171149689]	20240729131914	20.9	1	mg	ml	MeOH/H2O																							
absi_000073		absi_000073_01	absi_000073	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.1289206	46.08037				[7.128920690026777, 46.08037316220902]	20240729132035	21.1	1	mg	ml	MeOH/H2O																							
absi_000066		absi_000066_01	absi_000066	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.128961	46.08043				[7.128960859744841, 46.0804308118208]	20240729132131	20.2	1	mg	ml	MeOH/H2O																							
absi_000160		absi_000160_01	absi_000160	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.150732	46.025906				[7.150731869284278, 46.0259051076385]	20240729140658	18.4	1	mg	ml	MeOH/H2O																							
absi_000159		absi_000159_01	absi_000159	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.150703	46.025913				[7.150702818926538, 46.025912557148345]	20240729140844	19.8	1	mg	ml	MeOH/H2O																							
absi_000151		absi_000151_01	absi_000151	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.150743	46.02591				[7.150742978981097, 46.02590754722439]	20240729140953	19.3	1	mg	ml	MeOH/H2O																							
absi_000157		absi_000157_01	absi_000157	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.15072	46.02591				[7.150720019000647, 46.0259112572503]	20240729141104	21.7	1	mg	ml	MeOH/H2O																							
absi_000156		absi_000156_01	absi_000156	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.150719	46.02589				[7.150719088789284, 46.0258904269616]	20240729141239	18	1	mg	ml	MeOH/H2O																							
absi_000149		absi_000149_01	absi_000149	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.150727	46.02589				[7.150726878822002, 46.02588963700665]	20240729141445	21.2	1	mg	ml	MeOH/H2O																							
absi_000149		absi_000149_02	absi_000149	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.150727	46.02589				[7.150726878822002, 46.02588963700665]	20240729141445	20.7	1	mg	ml	MeOH/H2O																							
absi_000155		absi_000155_01	absi_000155	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.1507177	46.02589				[7.150717748934668, 46.02589079716034]	20240729141534	19	1	mg	ml	MeOH/H2O																							
absi_000076		absi_000076_01	absi_000076	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.150723	46.025887				[7.150723218836195, 46.02588801702596]	20240729141619	19.5	1	mg	ml	MeOH/H2O																							
absi_000158		absi_000158_01	absi_000158	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.1507506	46.025883				[7.150750648895507, 46.02588199710807]	20240729141813	21.1	1	mg	ml	MeOH/H2O																							
absi_000068		absi_000068_01	absi_000068	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.150745	46.02588				[7.150745038573589, 46.02587703666786]	20240729142032	18.9	1	mg	ml	MeOH/H2O																							
absi_000148		absi_000148_01	absi_000148	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.15075	46.02588				[7.15075013862373, 46.02588074673651]	20240729142156	20.7	1	mg	ml	MeOH/H2O																							
absi_000046		absi_000046_01	absi_000046	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.150737	46.02588				[7.150736948631336, 46.0258804567465]	20240729142249	20	1	mg	ml	MeOH/H2O																							
absi_000150		absi_000150_01	absi_000150	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.1507316	46.02588				[7.150731698590705, 46.02588031669075]	20240729142345	19.9	1	mg	ml	MeOH/H2O																							
absi_000064		absi_000064_01	absi_000064	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.150756	46.025867				[7.150755878325652, 46.02586600632948]	20240729142617	19.9	1	mg	ml	MeOH/H2O																							
absi_000038		absi_000038_01	absi_000038	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.150814	46.0259				[7.150814199792465, 46.02590008833605]	20240729142852	18.1	1	mg	ml	MeOH/H2O																							
absi_000040		absi_000040_01	absi_000040	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.1507754	46.02587				[7.150775348701204, 46.025872496843455]	20240729143004	19.9	1	mg	ml	MeOH/H2O																							
absi_000143		absi_000143_01	absi_000143	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.1507707	46.025875				[7.150770898876831, 46.02587413708333]	20240729143133	20.1	1	mg	ml	MeOH/H2O																							
absi_000140		absi_000140_01	absi_000140	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.150836	46.025745				[7.150836108595279, 46.02574654670263]	20240729143559	18	1	mg	ml	MeOH/H2O																							
absi_000141		absi_000141_01	absi_000141	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.150844	46.02574				[7.150844017825224, 46.02574117565036]	20240729143734	20.4	1	mg	ml	MeOH/H2O																							
absi_000136		absi_000136_01	absi_000136	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.1508546	46.025745				[7.150854557744298, 46.02574577554002]	20240729143836	19.2	1	mg	ml	MeOH/H2O																							
absi_000142		absi_000142_01	absi_000142	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.150845	46.025745				[7.150845067792742, 46.02574492560591]	20240729143923	20	1	mg	ml	MeOH/H2O																							
absi_000144		absi_000144_01	absi_000144	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0523987	46.074764				[7.052398601828561, 46.07476439083079]	20240729150928	21.2	1	mg	ml	MeOH/H2O																							
absi_000124		absi_000124_01	absi_000124	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0523953	46.074768				[7.052395361863419, 46.07476874087931]	20240729151113	19.3	1	mg	ml	MeOH/H2O																							
absi_000137		absi_000137_01	absi_000137	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0523925	46.074776				[7.052392391658605, 46.07477621059319]	20240729151212	18.2	1	mg	ml	MeOH/H2O																							
absi_000121		absi_000121_01	absi_000121	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0523944	46.074776				[7.052394521778426, 46.07477503076058]	20240729151258	20.9	1	mg	ml	MeOH/H2O																							
absi_000133		absi_000133_01	absi_000133	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.052365	46.07474				[7.052364861615669, 46.07474311053301]	20240729151510	19.1	1	mg	ml	MeOH/H2O																							
absi_000123		absi_000123_01	absi_000123	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.052369	46.07475				[7.0523689414947, 46.074748590364095]	20240729151632	20.6	1	mg	ml	MeOH/H2O																							
absi_000131		absi_000131_01	absi_000131	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0523705	46.07475				[7.052370551404741, 46.07474948023846]	20240729151741	19.6	1	mg	ml	MeOH/H2O																							
absi_000122		absi_000122_01	absi_000122	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0523705	46.07475				[7.052370371292402, 46.07474897008159]	20240729151909	18.7		mg																									
absi_000122		absi_000122_02	absi_000122	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0523705	46.07475				[7.052370371292402, 46.07474897008159]	20240729151909	18.7	1	mg	ml	MeOH/H2O																							
absi_000128		absi_000128_01	absi_000128	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0523667	46.074753				[7.052366701391744, 46.07475119022026]	20240729152043	21.5	1	mg	ml	MeOH/H2O																							
absi_000130		absi_000130_01	absi_000130	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0523806	46.07485				[7.052380740871914, 46.07484922949366]	20240729152207	22	1	mg	ml	MeOH/H2O																							
absi_000125		absi_000125_01	absi_000125	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0524173	46.0748				[7.052417391713958, 46.07479992067078]	20240729152511	20.9	1	mg	ml	MeOH/H2O																							
absi_000127		absi_000127_01	absi_000127	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0524116	46.07481				[7.052411781470165, 46.0748100103301]	20240729152558	20.9	1	mg	ml	MeOH/H2O																							
absi_000145		absi_000145_01	absi_000145	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0524116	46.074806				[7.052411411671988, 46.07480515061199]	20240729152805	18.2	1	mg	ml	MeOH/H2O																							
absi_000126		absi_000126_01	absi_000126	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.052362	46.074852				[7.052361751347387, 46.07485229015728]	20240729153026	20	1	mg	ml	MeOH/H2O																							
absi_000134		absi_000134_01	absi_000134	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0523834	46.074883				[7.052383601268432, 46.07488077004722]	20240729153146	21.6	1	mg	ml	MeOH/H2O																							
absi_000116		absi_000116_01	absi_000116	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0523825	46.074883				[7.052382381580574, 46.07488066048313]	20240729153249	19.2	1	mg	ml	MeOH/H2O																							
absi_000132		absi_000132_01	absi_000132	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0523753	46.07488				[7.052375471184929, 46.07487852993044]	20240729153341	22	1	mg	ml	MeOH/H2O																							
absi_000120		absi_000120_01	absi_000120	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.052296	46.074856				[7.052295931254375, 46.07485570002608]	20240729153454	21.8	1	mg	ml	MeOH/H2O																							
absi_000135		absi_000135_01	absi_000135	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.0523057	46.074875				[7.052305521133314, 46.07487353985703]	20240729153656	21.5	1	mg	ml	MeOH/H2O																							
absi_000117		absi_000117_01	absi_000117	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.052302	46.074867				[7.052301791285795, 46.07486824007]	20240729153755	18.4	1	mg	ml	MeOH/H2O																							
absi_000119		absi_000119_01	absi_000119	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	7.052307	46.074867				[7.052307251157175, 46.07486857989045]	20240729153850	20.5	1	mg	ml	MeOH/H2O																							
absi_000114		absi_000114_01	absi_000114	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	6.9334526	47.000156				[6.933452537692384, 47.00015511456004]	20240802093912	20.1	1	mg	ml	MeOH/H2O																							
absi_000112		absi_000112_01	absi_000112	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	6.9334526	47.000156				[6.933452537692384, 47.00015511456004]	20240802094201	18.3	1	mg	ml	MeOH/H2O																							
absi_000115		absi_000115_01	absi_000115	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	6.9334526	47.000156				[6.933452537692384, 47.00015511456004]	20240802094504	20	1	mg	ml	MeOH/H2O																							
absi_000111		absi_000111_01	absi_000111	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	6.9334526	47.000156				[6.933452799057131, 47.000154517852096]	20240802094745	20.9	1	mg	ml	MeOH/H2O																							
absi_000113		absi_000113_01	absi_000113	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	6.933455	47.00016				[6.933455158551654, 47.00015852084967]	20240802095201	19	1	mg	ml	MeOH/H2O																							
absi_000110		absi_000110_01	absi_000110	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	6.933455	47.00016				[6.933455158551654, 47.00015852084967]	20240802095519	19.8	1	mg	ml	MeOH/H2O																							
absi_000107		absi_000107_01	absi_000107	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	6.9334555	47.00016				[6.933455594442317, 47.00015836015569]	20240802100000	18.3	1	mg	ml	MeOH/H2O																							
absi_000106		absi_000106_01	absi_000106	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	6.933455	47.00016				[6.933454957547599, 47.0001589797513]	20240802100201	19.5	1	mg	ml	MeOH/H2O																							
absi_000084		absi_000084_01	absi_000084	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	6.9334517	47.000168				[6.933451506595783, 47.00016602397006]	20240802101447	22	1	mg	ml	MeOH/H2O																							
absi_000093		absi_000093_01	absi_000093	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	6.9334517	47.000168				[6.933451506595783, 47.00016602397006]	20240802101619	21.4	1	mg	ml	MeOH/H2O																							
absi_000090		absi_000090_01	absi_000090	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	6.933454	47.000164				[6.93345390399462, 47.00016593086526]	20240802102533	21.9	1	mg	ml	MeOH/H2O																							
absi_000098		absi_000098_01	absi_000098	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	6.933454	47.000164				[6.93345390399462, 47.00016593086526]	20240802102641	19.9	1	mg	ml	MeOH/H2O																							
absi_000103		absi_000103_01	absi_000103	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	6.9334493	47.000164				[6.933449268096392, 47.00016363140785]	20240802103019	20.2	1	mg	ml	MeOH/H2O																							
absi_000095		absi_000095_01	absi_000095	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	6.9334493	47.000164				[6.933449268096392, 47.00016363140785]	20240802103131	21.4	1	mg	ml	MeOH/H2O																							
absi_000083		absi_000083_01	absi_000083	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	6.93345	47.00017				[6.933449991458572, 47.00017168095823]	20240802103516	21.8	1	mg	ml	MeOH/H2O																							
absi_000088		absi_000088_01	absi_000088	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	6.93345	47.00017				[6.933449991458572, 47.00017168095823]	20240802103633	21.3	1	mg	ml	MeOH/H2O																							
absi_000100		absi_000100_01	absi_000100	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	6.9334497	47.00017				[6.933449881287143, 47.00017082280027]	20240802103900	20.5	1	mg	ml	MeOH/H2O																							
absi_000094		absi_000094_01	absi_000094	artemisia_absinthium		Emmanuel Defossez	artemisia absinthium	6.933449	47.00017				[6.933448889186558, 47.00016996868559]	20240802104058	21.6	1	mg	ml	MeOH/H2O																							
absi_000443		absi_000443_01	absi_000443	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933401	47.000168				[6.933401000452561, 47.00016597549155]	20240806115400	20.6	1	mg	ml	MeOH/H2O																							
absi_000385		absi_000385_01	absi_000385	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933401	47.000168				[6.933401336399322, 47.00016618983479]	20240806115512	18.1	1	mg	ml	MeOH/H2O																							
absi_000350		absi_000350_01	absi_000350	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9334035	47.00016				[6.933403303132033, 47.00016013924773]	20240806115754	21.4	1	mg	ml	MeOH/H2O																							
absi_000428		absi_000428_01	absi_000428	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933399	47.00017				[6.933399154513595, 47.000171845310376]	20240806120146	19	1	mg	ml	MeOH/H2O																							
absi_000422		absi_000422_01	absi_000422	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933399	47.00017				[6.933399192269866, 47.0001713107504]	20240806120623	21.6	1	mg	ml	MeOH/H2O																							
absi_000426		absi_000426_01	absi_000426	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933399	47.00017				[6.933399192269866, 47.0001713107504]	20240806120718	21	1	mg	ml	MeOH/H2O																							
absi_000457		absi_000457_01	absi_000457	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333987	47.00017				[6.933398565657953, 47.000171770415605]	20240806121013	21.5	1	mg	ml	MeOH/H2O																							
absi_000092		absi_000092_01	absi_000092	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.93339	47.00017				[6.93339018956449, 47.00017068056914]	20240806121421	19.6	1	mg	ml	MeOH/H2O																							
absi_000099		absi_000099_01	absi_000099	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.93339	47.00017				[6.93339018956449, 47.00017068056914]	20240806121628	21.5	1	mg	ml	MeOH/H2O																							
absi_000421		absi_000421_01	absi_000421	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.93339	47.00017				[6.933389985732367, 47.00017050754557]	20240806121924	18.2	1	mg	ml	MeOH/H2O																							
